"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Enfield","0900325990","2014-2018","All","Percent","Margins of Error",2.67
"Enfield","0900325990","2014-2018","Homeowner","Number","Cost-burdened Households",2068
"Enfield","0900325990","2014-2018","Homeowner","Number","Margins of Error",253.31
"Enfield","0900325990","2014-2018","Homeowner","Percent","Cost-burdened Households",24.5
"Enfield","0900325990","2014-2018","Homeowner","Percent","Margins of Error",2.75
"Enfield","0900325990","2014-2018","Renter","Number","Cost-burdened Households",1691
"Enfield","0900325990","2014-2018","Renter","Number","Margins of Error",247.7
"Enfield","0900325990","2014-2018","Renter","Percent","Cost-burdened Households",44.2
"Enfield","0900325990","2014-2018","Renter","Percent","Margins of Error",6.09
"Enfield","0900325990","2015-2019","All","Number","Cost-burdened Households",3819
"Enfield","0900325990","2015-2019","All","Number","Margins of Error",418.08
"Enfield","0900325990","2015-2019","All","Percent","Cost-burdened Households",31.25
"Enfield","0900325990","2015-2019","All","Percent","Margins of Error",3.17
"Enfield","0900325990","2015-2019","Homeowner","Number","Cost-burdened Households",1961
"Enfield","0900325990","2015-2019","Homeowner","Number","Margins of Error",272.21
"Enfield","0900325990","2015-2019","Homeowner","Percent","Cost-burdened Households",23.6
"Enfield","0900325990","2015-2019","Homeowner","Percent","Margins of Error",3.02
"Enfield","0900325990","2015-2019","Renter","Number","Cost-burdened Households",1858
"Enfield","0900325990","2015-2019","Renter","Number","Margins of Error",317.32
"Enfield","0900325990","2015-2019","Renter","Percent","Cost-burdened Households",47.5
"Enfield","0900325990","2015-2019","Renter","Percent","Margins of Error",7.27
"Essex","0900726270","2006-2010","All","Number","Cost-burdened Households",782
"Essex","0900726270","2006-2010","All","Number","Margins of Error",192.56
"Essex","0900726270","2006-2010","All","Percent","Cost-burdened Households",36.42
"Essex","0900726270","2006-2010","All","Percent","Margins of Error",8.01
"Essex","0900726270","2006-2010","Homeowner","Number","Cost-burdened Households",517
"Essex","0900726270","2006-2010","Homeowner","Number","Margins of Error",139.53
"Essex","0900726270","2006-2010","Homeowner","Percent","Cost-burdened Households",32.1
"Essex","0900726270","2006-2010","Homeowner","Percent","Margins of Error",8.36
"Essex","0900726270","2006-2010","Renter","Number","Cost-burdened Households",265
"Essex","0900726270","2006-2010","Renter","Number","Margins of Error",132.7
"Essex","0900726270","2006-2010","Renter","Percent","Cost-burdened Households",49.2
"Essex","0900726270","2006-2010","Renter","Percent","Margins of Error",19.36
"Essex","0900726270","2007-2011","All","Number","Cost-burdened Households",776
"Essex","0900726270","2007-2011","All","Number","Margins of Error",204.95
"Essex","0900726270","2007-2011","All","Percent","Cost-burdened Households",36.69
"Essex","0900726270","2007-2011","All","Percent","Margins of Error",8.77
"Essex","0900726270","2007-2011","Homeowner","Number","Cost-burdened Households",509
"Essex","0900726270","2007-2011","Homeowner","Number","Margins of Error",151.82
"Essex","0900726270","2007-2011","Homeowner","Percent","Cost-burdened Households",31.3
"Essex","0900726270","2007-2011","Homeowner","Percent","Margins of Error",8.48
"Essex","0900726270","2007-2011","Renter","Number","Cost-burdened Households",267
"Essex","0900726270","2007-2011","Renter","Number","Margins of Error",137.67
"Essex","0900726270","2007-2011","Renter","Percent","Cost-burdened Households",55.1
"Essex","0900726270","2007-2011","Renter","Percent","Margins of Error",19.42
"Essex","0900726270","2008-2012","All","Number","Cost-burdened Households",829
"Essex","0900726270","2008-2012","All","Number","Margins of Error",201.96
"Essex","0900726270","2008-2012","All","Percent","Cost-burdened Households",38.33
"Essex","0900726270","2008-2012","All","Percent","Margins of Error",8.23
"Essex","0900726270","2008-2012","Homeowner","Number","Cost-burdened Households",526
"Essex","0900726270","2008-2012","Homeowner","Number","Margins of Error",149.12
"Essex","0900726270","2008-2012","Homeowner","Percent","Cost-burdened Households",32.2
"Essex","0900726270","2008-2012","Homeowner","Percent","Margins of Error",8.65
"Essex","0900726270","2008-2012","Renter","Number","Cost-burdened Households",303
"Essex","0900726270","2008-2012","Renter","Number","Margins of Error",136.19
"Essex","0900726270","2008-2012","Renter","Percent","Cost-burdened Households",56.9
"Essex","0900726270","2008-2012","Renter","Percent","Margins of Error",16.26
"Essex","0900726270","2009-2013","All","Number","Cost-burdened Households",825
"Essex","0900726270","2009-2013","All","Number","Margins of Error",191.87
"Essex","0900726270","2009-2013","All","Percent","Cost-burdened Households",38.25
"Essex","0900726270","2009-2013","All","Percent","Margins of Error",7.72
"Essex","0900726270","2009-2013","Homeowner","Number","Cost-burdened Households",531
"Essex","0900726270","2009-2013","Homeowner","Number","Margins of Error",132.83
"Essex","0900726270","2009-2013","Homeowner","Percent","Cost-burdened Households",33.8
"Essex","0900726270","2009-2013","Homeowner","Percent","Margins of Error",7.92
"Essex","0900726270","2009-2013","Renter","Number","Cost-burdened Households",294
"Essex","0900726270","2009-2013","Renter","Number","Margins of Error",138.45
"Essex","0900726270","2009-2013","Renter","Percent","Cost-burdened Households",50.2
"Essex","0900726270","2009-2013","Renter","Percent","Margins of Error",17.32
"Essex","0900726270","2010-2014","All","Number","Cost-burdened Households",745
"Essex","0900726270","2010-2014","All","Number","Margins of Error",177.98
"Essex","0900726270","2010-2014","All","Percent","Cost-burdened Households",37.36
"Essex","0900726270","2010-2014","All","Percent","Margins of Error",7.94
"Essex","0900726270","2010-2014","Homeowner","Number","Cost-burdened Households",504
"Essex","0900726270","2010-2014","Homeowner","Number","Margins of Error",128.47
"Essex","0900726270","2010-2014","Homeowner","Percent","Cost-burdened Households",32.2
"Essex","0900726270","2010-2014","Homeowner","Percent","Margins of Error",7.63
"Essex","0900726270","2010-2014","Renter","Number","Cost-burdened Households",241
"Essex","0900726270","2010-2014","Renter","Number","Margins of Error",123.18
"Essex","0900726270","2010-2014","Renter","Percent","Cost-burdened Households",56.2
"Essex","0900726270","2010-2014","Renter","Percent","Margins of Error",21.2
"Essex","0900726270","2011-2015","All","Number","Cost-burdened Households",797
"Essex","0900726270","2011-2015","All","Number","Margins of Error",198.79
"Essex","0900726270","2011-2015","All","Percent","Cost-burdened Households",39.18
"Essex","0900726270","2011-2015","All","Percent","Margins of Error",8.58
"Essex","0900726270","2011-2015","Homeowner","Number","Cost-burdened Households",492
"Essex","0900726270","2011-2015","Homeowner","Number","Margins of Error",140.89
"Essex","0900726270","2011-2015","Homeowner","Percent","Cost-burdened Households",33
"Essex","0900726270","2011-2015","Homeowner","Percent","Margins of Error",8.13
"Essex","0900726270","2011-2015","Renter","Number","Cost-burdened Households",305
"Essex","0900726270","2011-2015","Renter","Number","Margins of Error",140.25
"Essex","0900726270","2011-2015","Renter","Percent","Cost-burdened Households",56.4
"Essex","0900726270","2011-2015","Renter","Percent","Margins of Error",21.23
"Essex","0900726270","2012-2016","All","Number","Cost-burdened Households",659
"Essex","0900726270","2012-2016","All","Number","Margins of Error",154.89
"Essex","0900726270","2012-2016","All","Percent","Cost-burdened Households",33.76
"Essex","0900726270","2012-2016","All","Percent","Margins of Error",6.74
"Essex","0900726270","2012-2016","Homeowner","Number","Cost-burdened Households",360
"Essex","0900726270","2012-2016","Homeowner","Number","Margins of Error",109.38
"Essex","0900726270","2012-2016","Homeowner","Percent","Cost-burdened Households",25.7
"Essex","0900726270","2012-2016","Homeowner","Percent","Margins of Error",6.84
"Essex","0900726270","2012-2016","Renter","Number","Cost-burdened Households",299
"Essex","0900726270","2012-2016","Renter","Number","Margins of Error",109.66
"Essex","0900726270","2012-2016","Renter","Percent","Cost-burdened Households",54.4
"Essex","0900726270","2012-2016","Renter","Percent","Margins of Error",18.34
"Essex","0900726270","2013-2017","All","Number","Cost-burdened Households",678
"Essex","0900726270","2013-2017","All","Number","Margins of Error",175.49
"Essex","0900726270","2013-2017","All","Percent","Cost-burdened Households",35.44
"Essex","0900726270","2013-2017","All","Percent","Margins of Error",7.75
"Essex","0900726270","2013-2017","Homeowner","Number","Cost-burdened Households",438
"Essex","0900726270","2013-2017","Homeowner","Number","Margins of Error",143.34
"Essex","0900726270","2013-2017","Homeowner","Percent","Cost-burdened Households",31.8
"Essex","0900726270","2013-2017","Homeowner","Percent","Margins of Error",9.15
"Essex","0900726270","2013-2017","Renter","Number","Cost-burdened Households",240
"Essex","0900726270","2013-2017","Renter","Number","Margins of Error",101.24
"Essex","0900726270","2013-2017","Renter","Percent","Cost-burdened Households",44.8
"Essex","0900726270","2013-2017","Renter","Percent","Margins of Error",19.03
"Essex","0900726270","2014-2018","All","Number","Cost-burdened Households",759
"Essex","0900726270","2014-2018","All","Number","Margins of Error",211.06
"Essex","0900726270","2014-2018","All","Percent","Cost-burdened Households",37.89
"Essex","0900726270","2014-2018","All","Percent","Margins of Error",8.85
"Essex","0900726270","2014-2018","Homeowner","Number","Cost-burdened Households",496
"Essex","0900726270","2014-2018","Homeowner","Number","Margins of Error",174.72
"Essex","0900726270","2014-2018","Homeowner","Percent","Cost-burdened Households",35.5
"Essex","0900726270","2014-2018","Homeowner","Percent","Margins of Error",9.9
"Essex","0900726270","2014-2018","Renter","Number","Cost-burdened Households",263
"Essex","0900726270","2014-2018","Renter","Number","Margins of Error",118.41
"Essex","0900726270","2014-2018","Renter","Percent","Cost-burdened Households",43.2
"Essex","0900726270","2014-2018","Renter","Percent","Margins of Error",18.58
"Essex","0900726270","2015-2019","All","Number","Cost-burdened Households",831
"Essex","0900726270","2015-2019","All","Number","Margins of Error",207.56
"Essex","0900726270","2015-2019","All","Percent","Cost-burdened Households",37.79
"Essex","0900726270","2015-2019","All","Percent","Margins of Error",8.06
"Essex","0900726270","2015-2019","Homeowner","Number","Cost-burdened Households",487
"Essex","0900726270","2015-2019","Homeowner","Number","Margins of Error",152.82
"Essex","0900726270","2015-2019","Homeowner","Percent","Cost-burdened Households",33.1
"Essex","0900726270","2015-2019","Homeowner","Percent","Margins of Error",9.54
"Essex","0900726270","2015-2019","Renter","Number","Cost-burdened Households",344
"Essex","0900726270","2015-2019","Renter","Number","Margins of Error",140.46
"Essex","0900726270","2015-2019","Renter","Percent","Cost-burdened Households",47.4
"Essex","0900726270","2015-2019","Renter","Percent","Margins of Error",17.69
"Fairfield","0900126620","2006-2010","All","Number","Cost-burdened Households",5837
"Fairfield","0900126620","2006-2010","All","Number","Margins of Error",443.01
"Fairfield","0900126620","2006-2010","All","Percent","Cost-burdened Households",40.96
"Fairfield","0900126620","2006-2010","All","Percent","Margins of Error",2.73
"Fairfield","0900126620","2006-2010","Homeowner","Number","Cost-burdened Households",4830
"Fairfield","0900126620","2006-2010","Homeowner","Number","Margins of Error",390.86
"Fairfield","0900126620","2006-2010","Homeowner","Percent","Cost-burdened Households",41.1
"Fairfield","0900126620","2006-2010","Homeowner","Percent","Margins of Error",3.08
"Fairfield","0900126620","2006-2010","Renter","Number","Cost-burdened Households",1007
"Fairfield","0900126620","2006-2010","Renter","Number","Margins of Error",208.54
"Fairfield","0900126620","2006-2010","Renter","Percent","Cost-burdened Households",40.6
"Fairfield","0900126620","2006-2010","Renter","Percent","Margins of Error",7.1
"Fairfield","0900126620","2007-2011","All","Number","Cost-burdened Households",5962
"Fairfield","0900126620","2007-2011","All","Number","Margins of Error",433.21
"Fairfield","0900126620","2007-2011","All","Percent","Cost-burdened Households",40.53
"Fairfield","0900126620","2007-2011","All","Percent","Margins of Error",2.64
"Fairfield","0900126620","2007-2011","Homeowner","Number","Cost-burdened Households",4910
"Fairfield","0900126620","2007-2011","Homeowner","Number","Margins of Error",382.27
"Fairfield","0900126620","2007-2011","Homeowner","Percent","Cost-burdened Households",40.3
"Fairfield","0900126620","2007-2011","Homeowner","Percent","Margins of Error",2.86
"Fairfield","0900126620","2007-2011","Renter","Number","Cost-burdened Households",1052
"Fairfield","0900126620","2007-2011","Renter","Number","Margins of Error",203.81
"Fairfield","0900126620","2007-2011","Renter","Percent","Cost-burdened Households",41.6
"Fairfield","0900126620","2007-2011","Renter","Percent","Margins of Error",7.32
"Fairfield","0900126620","2008-2012","All","Number","Cost-burdened Households",6068
